title,plot,genres,keywords,rating,num_votes,release_date
The Bélier Family,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 1643, ""name"": ""deafness""}, {""id"": 6027, ""name"": ""music""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 18035, ""name"": ""family""}, {""id"": 188953, ""name"": ""sign language""}]",7.0,766,2014-12-17
End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 12670, ""name"": ""los angeles""}, {""id"": 188112, ""name"": ""bullet proof vest""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 188124, ""name"": ""medal of valor""}, {""id"": 188127, ""name"": ""police sergeant""}, {""id"": 188133, ""name"": ""felon""}, {""id"": 188134, ""name"": ""golden gun""}]",7.2,1170,2012-09-20
2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 1568, ""name"": ""undercover""}, {""id"": 4654, ""name"": ""undercover agent""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 156805, ""name"": ""dea agent""}]",6.6,1589,2013-08-02
(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 248, ""name"": ""date""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2861, ""name"": ""gallery""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 180509, ""name"": ""ikea""}, {""id"": 201689, ""name"": ""year""}, {""id"": 201696, ""name"": ""heartache""}]",7.2,2904,2009-07-17
Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 853, ""name"": ""crime fighter""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 213104, ""name"": ""teen superheroes""}]",6.3,2224,2013-07-17
Scott Pilgrim vs. the World,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 170335, ""name"": ""whipping""}, {""id"": 175297, ""name"": ""hipster""}, {""id"": 175301, ""name"": ""underage girlfriend""}, {""id"": 175309, ""name"": ""animated flashback""}, {""id"": 175314, ""name"": ""character's point of view camera shot""}, {""id"": 175316, ""name"": ""unconsciousness""}, {""id"": 175321, ""name"": ""girl fight""}, {""id"": 175322, ""name"": ""vegan""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",7.2,2126,2010-07-27
The Infiltrator,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1568, ""name"": ""undercover""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18026, ""name"": ""drug lord""}]",6.6,573,2016-07-13
Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 907, ""name"": ""japanese""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 163098, ""name"": ""newspaper reporter""}, {""id"": 192555, ""name"": ""family dog""}, {""id"": 206863, ""name"": ""waiting""}]",7.7,1717,2009-06-13
Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 2251, ""name"": ""lie""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 33721, ""name"": ""body-swap""}, {""id"": 34079, ""name"": ""death""}, {""id"": 34143, ""name"": ""rich""}, {""id"": 187008, ""name"": ""false memory""}, {""id"": 189748, ""name"": ""soul transference""}, {""id"": 196682, ""name"": ""rich man""}, {""id"": 205852, ""name"": ""mind transfer""}, {""id"": 218102, ""name"": ""host body""}, {""id"": 218105, ""name"": ""body snatching""}, {""id"": 227385, ""name"": ""eternal""}]",6.3,1091,2015-07-10
127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1262, ""name"": ""mountains""}, {""id"": 2300, ""name"": ""despair""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 5303, ""name"": ""utah""}, {""id"": 6511, ""name"": ""alone""}, {""id"": 8122, ""name"": ""canyon""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10984, ""name"": ""true""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 159880, ""name"": ""boulder""}, {""id"": 175428, ""name"": ""adventurer""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 201712, ""name"": ""climber""}, {""id"": 201713, ""name"": ""isolated""}, {""id"": 201715, ""name"": ""hikers""}, {""id"": 212412, ""name"": ""very little dialogue""}]",7.0,2606,2010-11-05
How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 9457, ""name"": ""single""}]",5.9,1201,2016-01-21
No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1556, ""name"": ""texas""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 5616, ""name"": ""united states\u2013mexico barrier""}, {""id"": 9937, ""name"": ""suspense""}]",7.7,3003,2007-11-08
Inside Llewyn Davis,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future following the suicide of his singing partner.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 6382, ""name"": ""folk music""}, {""id"": 6706, ""name"": ""performance""}, {""id"": 10228, ""name"": ""aspiring singer""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 159944, ""name"": ""recording""}, {""id"": 193419, ""name"": ""merchant marine""}, {""id"": 208992, ""name"": ""1960s""}]",7.2,834,2013-10-06
Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 718, ""name"": ""confession""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 41308, ""name"": ""syringe""}, {""id"": 41596, ""name"": ""denial""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 185950, ""name"": ""jesus freak""}, {""id"": 185952, ""name"": ""baseball stadium""}, {""id"": 185953, ""name"": ""perjury""}, {""id"": 185954, ""name"": ""national transportation safety board""}, {""id"": 185957, ""name"": ""flying upside down""}, {""id"": 185959, ""name"": ""narcissist""}, {""id"": 185969, ""name"": ""relapse""}, {""id"": 185974, ""name"": ""substance abuse""}]",6.5,2415,2012-11-02
Vacation,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 4944, ""name"": ""route 66""}, {""id"": 5522, ""name"": ""grand canyon""}, {""id"": 5543, ""name"": ""cow""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156165, ""name"": ""trucker""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 158340, ""name"": ""theme park""}, {""id"": 195687, ""name"": ""airline pilot""}, {""id"": 220448, ""name"": ""bipolar disorder""}, {""id"": 228417, ""name"": ""plano texas""}]",6.2,1195,2015-07-28
White House Down,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 840, ""name"": ""usa president""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 192099, ""name"": ""the white house""}]",6.4,1891,2013-06-27
Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 180124, ""name"": ""quarry""}]",6.3,2998,2012-12-20
Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 282, ""name"": ""video game""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220855, ""name"": ""pixels""}]",5.6,2513,2015-07-16
Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]",7.6,1794,2009-06-12
The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 2913, ""name"": ""diary""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4262, ""name"": ""tea""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 11612, ""name"": ""hospital""}]",7.3,3292,2008-11-24
Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 4379, ""name"": ""time travel""}, {""id"": 5455, ""name"": ""time machine""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 163053, ""name"": ""found footage""}]",6.4,933,2015-01-30
Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 1406, ""name"": ""night watchman""}, {""id"": 2598, ""name"": ""museum""}, {""id"": 5647, ""name"": ""natural history""}, {""id"": 9682, ""name"": ""history""}, {""id"": 209642, ""name"": ""smithsonian""}]",6.1,1851,2014-12-17
The Great Beauty,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 567, ""name"": ""alcohol""}, {""id"": 588, ""name"": ""rome""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2679, ""name"": ""artist""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 14765, ""name"": ""church""}, {""id"": 14893, ""name"": ""art""}, {""id"": 14964, ""name"": ""drug""}]",7.3,720,2013-05-21
The Cabin in the Woods,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 3623, ""name"": ""cabin""}, {""id"": 11422, ""name"": ""plot twist""}, {""id"": 13209, ""name"": ""cabin in the woods""}, {""id"": 182022, ""name"": ""filmed killing""}, {""id"": 182026, ""name"": ""video wall""}, {""id"": 182036, ""name"": ""speaker phone""}, {""id"": 182038, ""name"": ""mounted animal head""}, {""id"": 206298, ""name"": ""young adult""}]",6.5,2263,2012-04-12
The BFG,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 227364, ""name"": ""evil brother""}]",6.0,1000,2016-06-01
The Vow,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 732, ""name"": ""coma""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 191100, ""name"": ""romantic drama""}]",7.0,1293,2012-02-05
The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 591, ""name"": ""cia""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 157424, ""name"": ""sledgehammer""}, {""id"": 188944, ""name"": ""revolver""}]",6.1,1795,2014-08-04
Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4580, ""name"": ""van""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 198781, ""name"": ""science experiment""}, {""id"": 209714, ""name"": ""3d""}]",5.8,2636,2014-08-07
The Heat,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: Buddies.","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 1680, ""name"": ""boston""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 167541, ""name"": ""buddy comedy""}]",6.5,1575,2013-06-27
Dirty Grandpa,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 1158, ""name"": ""grandfather grandson relationship""}, {""id"": 4412, ""name"": ""grandfather""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 33656, ""name"": ""pervert""}, {""id"": 156883, ""name"": ""army general""}, {""id"": 170827, ""name"": ""sex comedy""}]",5.7,1406,2016-01-21
Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9678, ""name"": ""mind control""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 193013, ""name"": ""extremist""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 199320, ""name"": ""computer scientist""}, {""id"": 205852, ""name"": ""mind transfer""}, {""id"": 205853, ""name"": ""quantum computer""}, {""id"": 205854, ""name"": ""mind uploading""}]",5.9,2295,2014-04-16
Blended,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attractions grows as their respective kids benefit from the burgeoning relationship.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 409, ""name"": ""africa""}, {""id"": 4513, ""name"": ""blind date""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 18035, ""name"": ""family""}]",6.6,1006,2014-05-21
Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 279, ""name"": ""usa""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1761, ""name"": ""metropolis""}, {""id"": 3703, ""name"": ""law""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5822, ""name"": ""executive case""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14742, ""name"": ""psychic""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 162993, ""name"": ""dark humor""}, {""id"": 162994, ""name"": ""expert marksman""}, {""id"": 185434, ""name"": ""rookie""}, {""id"": 203165, ""name"": ""dredd""}, {""id"": 236590, ""name"": ""2000 ad""}]",6.6,1940,2012-09-07
Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 166802, ""name"": ""prizefighting""}, {""id"": 180574, ""name"": ""father son reunion""}, {""id"": 202314, ""name"": ""robot fighting""}]",6.6,2692,2011-09-28
Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 680, ""name"": ""montana""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 2689, ""name"": ""dementia""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 158606, ""name"": ""pickup truck""}, {""id"": 163798, ""name"": ""lincoln nebraska""}, {""id"": 191008, ""name"": ""nebraska""}, {""id"": 192786, ""name"": ""sweepstakes""}, {""id"": 199947, ""name"": ""confronting the past""}]",7.4,636,2013-09-21
